rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,question_type,source_file,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,response_10,response_11,response_12
14132,,"{""Sound"":""normal, average, monotone, blunt, polite""}",survey-text,4,2.1.0,311772,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,sound,flzpmnnlq7.csv,normal,average,monotone,blunt,polite,,,,,,,
13453,,"{""Know"":""My significant other and close friend""}",survey-text,5,2.1.0,325231,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,know,flzpmnnlq7.csv,My significant other and close friend,,,,,,,,,,,
26929,,"{""Person"":""funny, stubborn, focused, tunnel vision, slow, obsessed, weird""}",survey-text,2,2.1.0,34044,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,person,gn07brhzqm.csv,funny,stubborn,focused,tunnel vision,slow,obsessed,weird,,,,,
41172,,"{""Behavior"":""weird, awkward,possessive, nerdy, talkative, no boundaries""}",survey-text,3,2.1.0,75217,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,behavior,gn07brhzqm.csv,weird,awkward,possessive,nerdy,talkative,no boundaries,,,,,,
41159,,"{""Sound"":""nerdy sounding, stuttering voice, high pitched, nasally, fast talking""}",survey-text,4,2.1.0,116377,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,sound,gn07brhzqm.csv,nerdy sounding,stuttering voice,high pitched,nasally,fast talking,,,,,,,
6147,,"{""Know"":""No""}",survey-text,5,2.1.0,122527,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,know,gn07brhzqm.csv,No,,,,,,,,,,,
137430,,"{""Person"":""smart, organized, routine based, needs schedules""}",survey-text,2,2.1.0,145132,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,person,hyq1kwf5mr.csv,smart,organized,routine based,needs schedules,,,,,,,,
54909,,"{""Behavior"":""just, helpful, special interests based, and rigid""}",survey-text,3,2.1.0,200044,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,behavior,hyq1kwf5mr.csv,just,helpful,special interests based,and rigid,,,,,,,,
149090,,"{""Sound"":""smart, intelligent, controlled speed, passionate about interests""}",survey-text,4,2.1.0,349141,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,sound,hyq1kwf5mr.csv,smart,intelligent,controlled speed,passionate about interests,,,,,,,,
6747,,"{""Know"":""yes""}",survey-text,5,2.1.0,355898,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,know,hyq1kwf5mr.csv,yes,,,,,,,,,,,
60988,,"{""Person"":""brilliant, quiet, reserved, curious, misunderstood""}",survey-text,2,2.1.0,76331,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,person,j6all99nxh.csv,brilliant,quiet,reserved,curious,misunderstood,,,,,,,
53188,,"{""Behavior"":""calm, hyper, chill, relaxed, excited""}",survey-text,3,2.1.0,129526,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,behavior,j6all99nxh.csv,calm,hyper,chill,relaxed,excited,,,,,,,
80733,,"{""Sound"":""mumbled, incoherent, childlike, low, loud""}",survey-text,4,2.1.0,210266,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,sound,j6all99nxh.csv,mumbled,incoherent,childlike,low,loud,,,,,,,
9369,,"{""Know"":""yes""}",survey-text,5,2.1.0,219655,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,know,j6all99nxh.csv,yes,,,,,,,,,,,
40591,,"{""Person"":""organized, introverted, kind, anxious, no hugs""}",survey-text,2,2.1.0,45659,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,person,jo4kspp6r0.csv,organized,introverted,kind,anxious,no hugs,,,,,,,
39139,,"{""Behavior"":""anxious, stressed, worried, hyper, angry, happy""}",survey-text,3,2.1.0,84802,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,behavior,jo4kspp6r0.csv,anxious,stressed,worried,hyper,angry,happy,,,,,,
35826,,"{""Sound"":""loud, no words, speech problems, scared, anxious""}",survey-text,4,2.1.0,120630,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,sound,jo4kspp6r0.csv,loud,no words,speech problems,scared,anxious,,,,,,,
5296,,"{""Know"":""yes""}",survey-text,5,2.1.0,125931,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,know,jo4kspp6r0.csv,yes,,,,,,,,,,,
127564,,"{""Person"":""meltdown, sensory overload, routine, nonverbal, repeat""}",survey-text,2,2.1.0,140344,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,person,k4j9ws1t8b.csv,meltdown,sensory overload,routine,nonverbal,repeat,,,,,,,
60381,,"{""Behavior"":""quiet, honest, focused, overwhelmed, anxious""}",survey-text,3,2.1.0,200733,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,behavior,k4j9ws1t8b.csv,quiet,honest,focused,overwhelmed,anxious,,,,,,,
60082,,"{""Sound"":""robotic, sings along, loud, direct, repeat""}",survey-text,4,2.1.0,260834,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,sound,k4j9ws1t8b.csv,robotic,sings along,loud,direct,repeat,,,,,,,
8672,,"{""Know"":""yes""}",survey-text,5,2.1.0,269520,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,know,k4j9ws1t8b.csv,yes,,,,,,,,,,,
213659,,"{""Person"":""Non verbal, anxious, smart, not very empathetic, awkward, fits, OCD, cleanliness, need space, patterns, structure, schedules""}",survey-text,2,2.1.0,244357,5c580c3dd3cc6b0001d9ffbf,691666c81a5eeee631c26019,69166ead08fab2a811cc3d29,person,k51j5ssq88.csv,Non verbal,anxious,smart,not very empathetic,awkward,fits,OCD,cleanliness,need space,patterns,structure,schedules
55381,,"{""Behavior"":""Fits, outbursts, individualistic, loner, quiet""}",survey-text,3,2.1.0,299764,5c580c3dd3cc6b0001d9ffbf,691666c81a5eeee631c26019,69166ead08fab2a811cc3d29,behavior,k51j5ssq88.csv,Fits,outbursts,individualistic,loner,quiet,,,,,,,
47838,,"{""Sound"":""Awkward, methodical, slow, precise, matter of fact""}",survey-text,4,2.1.0,347607,5c580c3dd3cc6b0001d9ffbf,691666c81a5eeee631c26019,69166ead08fab2a811cc3d29,sound,k51j5ssq88.csv,Awkward,methodical,slow,precise,matter of fact,,,,,,,
6149,,"{""Know"":""Yes""}",survey-text,5,2.1.0,353770,5c580c3dd3cc6b0001d9ffbf,691666c81a5eeee631c26019,69166ead08fab2a811cc3d29,know,k51j5ssq88.csv,Yes,,,,,,,,,,,
65767,,"{""Person"":""Stimulant sensitive, reactionary, focused, varied, misunderstood""}",survey-text,2,2.1.0,78220,678beb4407fe6ae23186cd25,691666c81a5eeee631c26019,69166edbd58f49ea14b75b0d,person,k80u2sfuj3.csv,Stimulant sensitive,reactionary,focused,varied,misunderstood,,,,,,,
29213,,"{""Behavior"":""monotone, literal, isolated, varied, focused""}",survey-text,3,2.1.0,107435,678beb4407fe6ae23186cd25,691666c81a5eeee631c26019,69166edbd58f49ea14b75b0d,behavior,k80u2sfuj3.csv,monotone,literal,isolated,varied,focused,,,,,,,
18453,,"{""Sound"":""monotone, stilted, precise, thorough, silent""}",survey-text,4,2.1.0,125891,678beb4407fe6ae23186cd25,691666c81a5eeee631c26019,69166edbd58f49ea14b75b0d,sound,k80u2sfuj3.csv,monotone,stilted,precise,thorough,silent,,,,,,,
16216,,"{""Know"":""Only online. ""}",survey-text,5,2.1.0,142115,678beb4407fe6ae23186cd25,691666c81a5eeee631c26019,69166edbd58f49ea14b75b0d,know,k80u2sfuj3.csv,Only online. ,,,,,,,,,,,
23953,,"{""Person"":""quiet, strange, focused, noises, sad""}",survey-text,2,2.1.0,29437,5f5452df72345118f58d187b,691666c81a5eeee631c26019,69166d7202d5d4aafc1e7130,person,kmgdz3e2ap.csv,quiet,strange,focused,noises,sad,,,,,,,
67814,,"{""Behavior"":""wire-ry, unpredictable, deep thought, still, jumpy""}",survey-text,3,2.1.0,97253,5f5452df72345118f58d187b,691666c81a5eeee631c26019,69166d7202d5d4aafc1e7130,behavior,kmgdz3e2ap.csv,wire-ry,unpredictable,deep thought,still,jumpy,,,,,,,
51576,,"{""Sound"":""strange noises, grunt, quiet, laughter, moans""}",survey-text,4,2.1.0,148830,5f5452df72345118f58d187b,691666c81a5eeee631c26019,69166d7202d5d4aafc1e7130,sound,kmgdz3e2ap.csv,strange noises,grunt,quiet,laughter,moans,,,,,,,
3539,,"{""Know"":""no""}",survey-text,5,2.1.0,152374,5f5452df72345118f58d187b,691666c81a5eeee631c26019,69166d7202d5d4aafc1e7130,know,kmgdz3e2ap.csv,no,,,,,,,,,,,
66691,,"{""Person"":""savant, special, antisocial, quiet, abnormal, unusual, uncanny""}",survey-text,2,2.1.0,73677,654509bce930185adab23a1a,691666c81a5eeee631c26019,691670896ac43a593c11f2f2,person,kp6w7ow1oh.csv,savant,special,antisocial,quiet,abnormal,unusual,uncanny,,,,,
19610,,"{""Behavior"":""strange, quiet, out of it, not there, odd""}",survey-text,3,2.1.0,93288,654509bce930185adab23a1a,691666c81a5eeee631c26019,691670896ac43a593c11f2f2,behavior,kp6w7ow1oh.csv,strange,quiet,out of it,not there,odd,,,,,,,
18407,,"{""Sound"":""normal, average, not weird, quiet, soft spoken""}",survey-text,4,2.1.0,111690,654509bce930185adab23a1a,691666c81a5eeee631c26019,691670896ac43a593c11f2f2,sound,kp6w7ow1oh.csv,normal,average,not weird,quiet,soft spoken,,,,,,,
15242,,"{""Know"":""i know perfectly normal people who claim to be autistic.""}",survey-text,5,2.1.0,126934,654509bce930185adab23a1a,691666c81a5eeee631c26019,691670896ac43a593c11f2f2,know,kp6w7ow1oh.csv,i know perfectly normal people who claim to be autistic.,,,,,,,,,,,
77358,,"{""Person"":""ticks, skilled, annoying, unfair, needy, isolated, ""}",survey-text,2,2.1.0,100391,64029de99a8a72fc5a205b7e,691666c81a5eeee631c26019,69166e2128992ab6a9779988,person,l26v48e8qk.csv,ticks,skilled,annoying,unfair,needy,isolated,,,,,,
62916,,"{""Behavior"":""timid, shy, aggressive, loud, nervous""}",survey-text,3,2.1.0,163314,64029de99a8a72fc5a205b7e,691666c81a5eeee631c26019,69166e2128992ab6a9779988,behavior,l26v48e8qk.csv,timid,shy,aggressive,loud,nervous,,,,,,,
39085,,"{""Sound"":""loud, fast, slow, choppy,""}",survey-text,4,2.1.0,202401,64029de99a8a72fc5a205b7e,691666c81a5eeee631c26019,69166e2128992ab6a9779988,sound,l26v48e8qk.csv,loud,fast,slow,choppy,,,,,,,,
4916,,"{""Know"":""no""}",survey-text,5,2.1.0,207324,64029de99a8a72fc5a205b7e,691666c81a5eeee631c26019,69166e2128992ab6a9779988,know,l26v48e8qk.csv,no,,,,,,,,,,,
26882,,"{""Person"":""Sensory, delayed, impulsive, confused, loud, silent""}",survey-text,2,2.1.0,53298,55ecd6ff748092000daa9f5f,691666c81a5eeee631c26019,69166e0161e6c26ce38fcc98,person,l35fwgdunk.csv,Sensory,delayed,impulsive,confused,loud,silent,,,,,,
24283,,"{""Behavior"":""outbursts, rocking, groans, repitition, sighs""}",survey-text,3,2.1.0,77584,55ecd6ff748092000daa9f5f,691666c81a5eeee631c26019,69166e0161e6c26ce38fcc98,behavior,l35fwgdunk.csv,outbursts,rocking,groans,repitition,sighs,,,,,,,
23058,,"{""Sound"":""Yelling, outbursts, squeals, moaning, signing""}",survey-text,4,2.1.0,100646,55ecd6ff748092000daa9f5f,691666c81a5eeee631c26019,69166e0161e6c26ce38fcc98,sound,l35fwgdunk.csv,Yelling,outbursts,squeals,moaning,signing,,,,,,,
4571,,"{""Know"":""Yes""}",survey-text,5,2.1.0,105222,55ecd6ff748092000daa9f5f,691666c81a5eeee631c26019,69166e0161e6c26ce38fcc98,know,l35fwgdunk.csv,Yes,,,,,,,,,,,
139247,,"{""Person"":""anti-social, structured, obsessive, fidgety, sensitive, challenged""}",survey-text,2,2.1.0,165004,64509bfcd8d8b7e61f801e95,691666c81a5eeee631c26019,69166d8542bb2218e24f5030,person,l53mlqfa1w.csv,anti-social,structured,obsessive,fidgety,sensitive,challenged,,,,,,
258875,,"{""Behavior"":""Avoidant, obsessive, stimulated, imaginative, sensitive""}",survey-text,3,2.1.0,423889,64509bfcd8d8b7e61f801e95,691666c81a5eeee631c26019,69166d8542bb2218e24f5030,behavior,l53mlqfa1w.csv,Avoidant,obsessive,stimulated,imaginative,sensitive,,,,,,,
152257,,"{""Sound"":""Repetitive, extreme, demanding, fearful, disturbed""}",survey-text,4,2.1.0,576166,64509bfcd8d8b7e61f801e95,691666c81a5eeee631c26019,69166d8542bb2218e24f5030,sound,l53mlqfa1w.csv,Repetitive,extreme,demanding,fearful,disturbed,,,,,,,
55444,,"{""Know"":""Yes.  A few truly very autistic children. I've known a couple older kids and adults who are diagnosed as autism spectrum, but they don't seem like purely autistic. They are more functional.""}",survey-text,5,2.1.0,631653,64509bfcd8d8b7e61f801e95,691666c81a5eeee631c26019,69166d8542bb2218e24f5030,know,l53mlqfa1w.csv,Yes.  A few truly very autistic children. I've known a couple older kids and adults who are diagnosed as autism spectrum,but they don't seem like purely autistic. They are more functional.,,,,,,,,,,
27221,,"{""Person"":""troubled, weird, quiet, tics, strange, separated, alone, disturbed""}",survey-text,2,2.1.0,40467,6429ffe11a9806a9a95ad072,691666c81a5eeee631c26019,691674ae66d8c2edeb8d66b8,person,l6vsbbouhk.csv,troubled,weird,quiet,tics,strange,separated,alone,disturbed,,,,
19639,,"{""Behavior"":""oddly, jerks, spasmodic, unexpectedly, quiet, strange""}",survey-text,3,2.1.0,60108,6429ffe11a9806a9a95ad072,691666c81a5eeee631c26019,691674ae66d8c2edeb8d66b8,behavior,l6vsbbouhk.csv,oddly,jerks,spasmodic,unexpectedly,quiet,strange,,,,,,
23618,,"{""Sound"":""squeaky, guttural, grunt, lowtone, odd""}",survey-text,4,2.1.0,83728,6429ffe11a9806a9a95ad072,691666c81a5eeee631c26019,691674ae66d8c2edeb8d66b8,sound,l6vsbbouhk.csv,squeaky,guttural,grunt,lowtone,odd,,,,,,,
7326,,"{""Know"":""no""}",survey-text,5,2.1.0,91058,6429ffe11a9806a9a95ad072,691666c81a5eeee631c26019,691674ae66d8c2edeb8d66b8,know,l6vsbbouhk.csv,no,,,,,,,,,,,
37401,,"{""Person"":""Simple, expressive, random, emotions, sporadic.""}",survey-text,2,2.1.0,61809,5b4991de56e0140001acb76b,691666c81a5eeee631c26019,69166d8f43556eb4a51fbf3a,person,llkdexf31r.csv,Simple,expressive,random,emotions,sporadic.,,,,,,,
31281,,"{""Behavior"":""Random, spontaneous, energetic, wild, impulsive""}",survey-text,3,2.1.0,93091,5b4991de56e0140001acb76b,691666c81a5eeee631c26019,69166d8f43556eb4a51fbf3a,behavior,llkdexf31r.csv,Random,spontaneous,energetic,wild,impulsive,,,,,,,
51696,,"{""Sound"":""Gibberish, loud, mumbling, aggressive, unintelligible""}",survey-text,4,2.1.0,144790,5b4991de56e0140001acb76b,691666c81a5eeee631c26019,69166d8f43556eb4a51fbf3a,sound,llkdexf31r.csv,Gibberish,loud,mumbling,aggressive,unintelligible,,,,,,,
4425,,"{""Know"":""Yes""}",survey-text,5,2.1.0,149223,5b4991de56e0140001acb76b,691666c81a5eeee631c26019,69166d8f43556eb4a51fbf3a,know,llkdexf31r.csv,Yes,,,,,,,,,,,
62356,,"{""Person"":""Smart, Socially Awkward, Introspective, Different, Patient ""}",survey-text,2,2.1.0,237646,672d053f3563ff089759a66f,691666c81a5eeee631c26019,69166ffc96d9d52b45d79e70,person,lxheck0h59.csv,Smart,Socially Awkward,Introspective,Different,Patient,,,,,,,
41168,,"{""Behavior"":""Inquisitive, Passionate, Lively, Talented, Working""}",survey-text,3,2.1.0,278824,672d053f3563ff089759a66f,691666c81a5eeee631c26019,69166ffc96d9d52b45d79e70,behavior,lxheck0h59.csv,Inquisitive,Passionate,Lively,Talented,Working,,,,,,,
35431,,"{""Sound"":""Smart, Good, Different, Interesting, Caring""}",survey-text,4,2.1.0,314268,672d053f3563ff089759a66f,691666c81a5eeee631c26019,69166ffc96d9d52b45d79e70,sound,lxheck0h59.csv,Smart,Good,Different,Interesting,Caring,,,,,,,
7361,,"{""Know"":""Yes""}",survey-text,5,2.1.0,321662,672d053f3563ff089759a66f,691666c81a5eeee631c26019,69166ffc96d9d52b45d79e70,know,lxheck0h59.csv,Yes,,,,,,,,,,,
101570,,"{""Person"":""Pattern, sensory, anxious, fidgeting, stimming""}",survey-text,2,2.1.0,189440,66bffd8c97a80ac91e1087e0,691666c81a5eeee631c26019,691670650363eeb9d756cb7e,person,mlqlxsrlsz.csv,Pattern,sensory,anxious,fidgeting,stimming,,,,,,,
95468,,"{""Behavior"":""Reserved, overstimulated, withdrawn, notices patterns, repeats routines""}",survey-text,3,2.1.0,284912,66bffd8c97a80ac91e1087e0,691666c81a5eeee631c26019,691670650363eeb9d756cb7e,behavior,mlqlxsrlsz.csv,Reserved,overstimulated,withdrawn,notices patterns,repeats routines,,,,,,,
54862,,"{""Sound"":""Quiet, fast, short, awkward, repetitive""}",survey-text,4,2.1.0,339777,66bffd8c97a80ac91e1087e0,691666c81a5eeee631c26019,691670650363eeb9d756cb7e,sound,mlqlxsrlsz.csv,Quiet,fast,short,awkward,repetitive,,,,,,,
6776,,"{""Know"":""No""}",survey-text,5,2.1.0,346565,66bffd8c97a80ac91e1087e0,691666c81a5eeee631c26019,691670650363eeb9d756cb7e,know,mlqlxsrlsz.csv,No,,,,,,,,,,,
40524,,"{""Person"":""colorful, emotional, outgoing, happy, unique""}",survey-text,2,2.1.0,47460,678006318afafe2d811d0277,691666c81a5eeee631c26019,69166f782ce8d2e96cfdbdd5,person,mwd4a4qnd7.csv,colorful,emotional,outgoing,happy,unique,,,,,,,
33935,,"{""Behavior"":""unique, not to social norms, emotional and usually compassionate, fun and excited, loud ""}",survey-text,3,2.1.0,81396,678006318afafe2d811d0277,691666c81a5eeee631c26019,69166f782ce8d2e96cfdbdd5,behavior,mwd4a4qnd7.csv,unique,not to social norms,emotional and usually compassionate,fun and excited,loud,,,,,,,
21523,,"{""Sound"":""fun, excited, loud, unique, different""}",survey-text,4,2.1.0,102921,678006318afafe2d811d0277,691666c81a5eeee631c26019,69166f782ce8d2e96cfdbdd5,sound,mwd4a4qnd7.csv,fun,excited,loud,unique,different,,,,,,,
3729,,"{""Know"":""yes""}",survey-text,5,2.1.0,106653,678006318afafe2d811d0277,691666c81a5eeee631c26019,69166f782ce8d2e96cfdbdd5,know,mwd4a4qnd7.csv,yes,,,,,,,,,,,
72463,,"{""Person"":""disabled, often very smart, rocking, happy, special""}",survey-text,2,2.1.0,100403,59f38493da08940001d4e599,691666c81a5eeee631c26019,69167cdf15414be50caf3b61,person,n570t5nzh4.csv,disabled,often very smart,rocking,happy,special,,,,,,,
82707,,"{""Behavior"":""rocking, emotional, upsets easily, always on the go, talks loud""}",survey-text,3,2.1.0,183115,59f38493da08940001d4e599,691666c81a5eeee631c26019,69167cdf15414be50caf3b61,behavior,n570t5nzh4.csv,rocking,emotional,upsets easily,always on the go,talks loud,,,,,,,
58090,,"{""Sound"":""childlike, higher pitch voice, shy, ""}",survey-text,4,2.1.0,241209,59f38493da08940001d4e599,691666c81a5eeee631c26019,69167cdf15414be50caf3b61,sound,n570t5nzh4.csv,childlike,higher pitch voice,shy,,,,,,,,,
5660,,"{""Know"":""No""}",survey-text,5,2.1.0,246878,59f38493da08940001d4e599,691666c81a5eeee631c26019,69167cdf15414be50caf3b61,know,n570t5nzh4.csv,No,,,,,,,,,,,
59011,,"{""Person"":""Fussy, rigid, awkward, difficult, misunderstood, picky""}",survey-text,2,2.1.0,81052,5a4bf09053a4560001ba0ebf,691666c81a5eeee631c26019,69166e6843794332c776e3ed,person,n6reyytjs5.csv,Fussy,rigid,awkward,difficult,misunderstood,picky,,,,,,
48693,,"{""Behavior"":""Temperamental, frustrated, fussy, awkward, structured""}",survey-text,3,2.1.0,129748,5a4bf09053a4560001ba0ebf,691666c81a5eeee631c26019,69166e6843794332c776e3ed,behavior,n6reyytjs5.csv,Temperamental,frustrated,fussy,awkward,structured,,,,,,,
34245,,"{""Sound"":""Quiet, stuttering, stiff, stilted, clumsy""}",survey-text,4,2.1.0,163996,5a4bf09053a4560001ba0ebf,691666c81a5eeee631c26019,69166e6843794332c776e3ed,sound,n6reyytjs5.csv,Quiet,stuttering,stiff,stilted,clumsy,,,,,,,
40574,,"{""Know"":""I have a friend who identifies as a high-functioning person with autism.""}",survey-text,5,2.1.0,204587,5a4bf09053a4560001ba0ebf,691666c81a5eeee631c26019,69166e6843794332c776e3ed,know,n6reyytjs5.csv,I have a friend who identifies as a high-functioning person with autism.,,,,,,,,,,,
115947,,"{""Person"":""Kind, smart, sensitive, loving, anxious, perseverant, strong, constant, routine, lonely, longing,    ""}",survey-text,2,2.1.0,141456,663299ea88551960f4132bb7,691666c81a5eeee631c26019,6916779944664248db943b42,person,nece588j4b.csv,Kind,smart,sensitive,loving,anxious,perseverant,strong,constant,routine,lonely,longing,
53106,,"{""Behavior"":""Shy, on alert, friendly, quiet, reserved, ""}",survey-text,3,2.1.0,194568,663299ea88551960f4132bb7,691666c81a5eeee631c26019,6916779944664248db943b42,behavior,nece588j4b.csv,Shy,on alert,friendly,quiet,reserved,,,,,,,
50149,,"{""Sound"":""like a person, loud, quiet, happy, sad, caring""}",survey-text,4,2.1.0,244722,663299ea88551960f4132bb7,691666c81a5eeee631c26019,6916779944664248db943b42,sound,nece588j4b.csv,like a person,loud,quiet,happy,sad,caring,,,,,,
17875,,"{""Know"":""Yes, I know several people who are autistic.  ""}",survey-text,5,2.1.0,262601,663299ea88551960f4132bb7,691666c81a5eeee631c26019,6916779944664248db943b42,know,nece588j4b.csv,Yes,I know several people who are autistic.,,,,,,,,,,
67052,,"{""Person"":""sensitive, repetitive, sensory, antisocial, quiet ""}",survey-text,2,2.1.0,78051,671137bfe81fc6cf620ce313,691666c81a5eeee631c26019,691672265a9c897a18ff7170,person,nnrbn4zo2m.csv,sensitive,repetitive,sensory,antisocial,quiet,,,,,,,
65427,,"{""Behavior"":""Standoffish, odd, peculiar, repetitive behaviors, strange""}",survey-text,3,2.1.0,143484,671137bfe81fc6cf620ce313,691666c81a5eeee631c26019,691672265a9c897a18ff7170,behavior,nnrbn4zo2m.csv,Standoffish,odd,peculiar,repetitive behaviors,strange,,,,,,,
88789,,"{""Sound"":""Quiet, normal, not loud, whispering, mumbling""}",survey-text,4,2.1.0,232277,671137bfe81fc6cf620ce313,691666c81a5eeee631c26019,691672265a9c897a18ff7170,sound,nnrbn4zo2m.csv,Quiet,normal,not loud,whispering,mumbling,,,,,,,
26800,,"{""Know"":""I know one person who is very standoffish and keeps to herself. ""}",survey-text,5,2.1.0,259118,671137bfe81fc6cf620ce313,691666c81a5eeee631c26019,691672265a9c897a18ff7170,know,nnrbn4zo2m.csv,I know one person who is very standoffish and keeps to herself. ,,,,,,,,,,,
36297,,"{""Person"":""focus, honesty, sensory sensitivity, pattern-oriented, thoughtful, direct communication, creativity, routine-oriented, detail-focused, unique perspectives""}",survey-text,2,2.1.0,41483,6655d677ba623bec9e274502,691666c81a5eeee631c26019,6916815166d8c2edeb8d67c5,person,npvln7byyy.csv,focus,honesty,sensory sensitivity,pattern-oriented,thoughtful,direct communication,creativity,routine-oriented,detail-focused,unique perspectives,,
19947,,"{""Behavior"":""direct, focused, routine, steady, sensitive, literal, intense, quiet, repetitive, observant""}",survey-text,3,2.1.0,61432,6655d677ba623bec9e274502,691666c81a5eeee631c26019,6916815166d8c2edeb8d67c5,behavior,npvln7byyy.csv,direct,focused,routine,steady,sensitive,literal,intense,quiet,repetitive,observant,,
15397,,"{""Sound"":""monotone, flat, precise, quiet, loud, scripted, clipped, rapid, slow, rhythmic""}",survey-text,4,2.1.0,76831,6655d677ba623bec9e274502,691666c81a5eeee631c26019,6916815166d8c2edeb8d67c5,sound,npvln7byyy.csv,monotone,flat,precise,quiet,loud,scripted,clipped,rapid,slow,rhythmic,,
4543,,"{""Know"":""No""}",survey-text,5,2.1.0,81381,6655d677ba623bec9e274502,691666c81a5eeee631c26019,6916815166d8c2edeb8d67c5,know,npvln7byyy.csv,No,,,,,,,,,,,
53264,,"{""Person"":""smart, anxious, slower, repetitive, joyous""}",survey-text,2,2.1.0,73034,66d59648d2ae3ed38af9f47b,691666c81a5eeee631c26019,69166df6ea5875ae5e23daee,person,nzp9sohmqb.csv,smart,anxious,slower,repetitive,joyous,,,,,,,
48604,,"{""Behavior"":""happy, meltdowns, awkward, nervous, eager""}",survey-text,3,2.1.0,121641,66d59648d2ae3ed38af9f47b,691666c81a5eeee631c26019,69166df6ea5875ae5e23daee,behavior,nzp9sohmqb.csv,happy,meltdowns,awkward,nervous,eager,,,,,,,
36302,,"{""Sound"":""slower, fast, muffled, unclear, loud""}",survey-text,4,2.1.0,157947,66d59648d2ae3ed38af9f47b,691666c81a5eeee631c26019,69166df6ea5875ae5e23daee,sound,nzp9sohmqb.csv,slower,fast,muffled,unclear,loud,,,,,,,
5843,,"{""Know"":""I do not.""}",survey-text,5,2.1.0,163799,66d59648d2ae3ed38af9f47b,691666c81a5eeee631c26019,69166df6ea5875ae5e23daee,know,nzp9sohmqb.csv,I do not.,,,,,,,,,,,
27648,,"{""Person"":""Extremely gifted in one or more areas.""}",survey-text,2,2.1.0,188699,662abbbd221aa09150316f82,691666c81a5eeee631c26019,69166e7bba4bf69f48061956,person,of51ytb1xq.csv,Extremely gifted in one or more areas.,,,,,,,,,,,
54466,,"{""Behavior"":""Lacking eye contact withdrawn stemming""}",survey-text,3,2.1.0,243200,662abbbd221aa09150316f82,691666c81a5eeee631c26019,69166e7bba4bf69f48061956,behavior,of51ytb1xq.csv,Lacking eye contact withdrawn stemming,,,,,,,,,,,
21598,,"{""Sound"":""Norma, silent, or awkward""}",survey-text,4,2.1.0,264823,662abbbd221aa09150316f82,691666c81a5eeee631c26019,69166e7bba4bf69f48061956,sound,of51ytb1xq.csv,Norma,silent,or awkward,,,,,,,,,
12163,,"{""Know"":""Yes""}",survey-text,5,2.1.0,277016,662abbbd221aa09150316f82,691666c81a5eeee631c26019,69166e7bba4bf69f48061956,know,of51ytb1xq.csv,Yes,,,,,,,,,,,
65060,,"{""Person"":""understanding, introverted, sensory, tactile, sensitivity, spectrum, deep, communications, special""}",survey-text,2,2.1.0,94147,65c0001a211c74f0d87bb8cf,691666c81a5eeee631c26019,69167677722b04ec208d36f6,person,ohnlns7maq.csv,understanding,introverted,sensory,tactile,sensitivity,spectrum,deep,communications,special,,,
42122,,"{""Behavior"":""withdrawn, quiet, distracted, methodical, introverted, focused, ""}",survey-text,3,2.1.0,136271,65c0001a211c74f0d87bb8cf,691666c81a5eeee631c26019,69167677722b04ec208d36f6,behavior,ohnlns7maq.csv,withdrawn,quiet,distracted,methodical,introverted,focused,,,,,,
