rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,question_type,source_file
7389,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,11837,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,,fcw9s5ko08.csv
79825,,"{""Person"":""neurodivergent, special, artistic. interesting, common""}",survey-text,2,2.1.0,91674,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,person,fcw9s5ko08.csv
65405,,"{""Behavior"":""unusual, eccentric, oddly, enthusiastically, differently ""}",survey-text,3,2.1.0,157082,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,behavior,fcw9s5ko08.csv
49704,,"{""Sound"":""smart, intelligent, interesting, focused, engaging ""}",survey-text,4,2.1.0,206792,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,sound,fcw9s5ko08.csv
5189,,"{""Know"":""yes ""}",survey-text,5,2.1.0,211988,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,know,fcw9s5ko08.csv
4200,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,216192,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,,fcw9s5ko08.csv
26300,,"{""age"":31,""understood"":true,""gender"":""Female"",""ethnicity"":""white "",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,242581,62a766b2136b85985f41acb7,691666c81a5eeee631c26019,69169c4b90e6a8796bbbaa94,,fcw9s5ko08.csv
7766,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,7783,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,,fhxq1b65m2.csv
70905,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,78691,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,,fhxq1b65m2.csv
67799,,"{""Person"":""focused, perceptive, honest, creative, analytical, passionate""}",survey-text,2,2.1.0,146496,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,person,fhxq1b65m2.csv
62603,,"{""Behavior"":""direct, focused, sensory-sensitive, thoughtful, literal, intense""}",survey-text,3,2.1.0,209104,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,behavior,fhxq1b65m2.csv
38677,,"{""Sound"":""precise, literal, scripted, direct, expressive, rhythmic""}",survey-text,4,2.1.0,247786,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,sound,fhxq1b65m2.csv
11060,,"{""Know"":""no""}",survey-text,5,2.1.0,258850,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,know,fhxq1b65m2.csv
776,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,259628,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,,fhxq1b65m2.csv
32129,,"{""understood"":true,""age"":40,""gender"":""Male"",""ethnicity"":""American"",""enjoy"":""Worse than average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,291864,5b15d20c444cef0001cb1153,691666c81a5eeee631c26019,6916761be65df2b5dbe2a3a2,,fhxq1b65m2.csv
1762,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,1771,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,,flzpmnnlq7.csv
13842,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,15616,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,,flzpmnnlq7.csv
127868,,"{""Person"":""Logical, smart, calculated, passionate, opinionated, dedicated, stubborn""}",survey-text,2,2.1.0,143493,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,person,flzpmnnlq7.csv
154145,,"{""Behavior"":""routine, careful, thoughtful, normal, internal""}",survey-text,3,2.1.0,297639,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,behavior,flzpmnnlq7.csv
14132,,"{""Sound"":""normal, average, monotone, blunt, polite""}",survey-text,4,2.1.0,311772,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,sound,flzpmnnlq7.csv
13453,,"{""Know"":""My significant other and close friend""}",survey-text,5,2.1.0,325231,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,know,flzpmnnlq7.csv
6064,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,331296,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,,flzpmnnlq7.csv
38601,,"{""understood"":false,""age"":26,""gender"":""Female"",""ethnicity"":""white"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,369968,616202f3ca5b3ab47923ee80,691666c81a5eeee631c26019,69166d11fc85576675111018,,flzpmnnlq7.csv
3230,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,3234,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,,gn07brhzqm.csv
3876,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,7111,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,,gn07brhzqm.csv
26929,,"{""Person"":""funny, stubborn, focused, tunnel vision, slow, obsessed, weird""}",survey-text,2,2.1.0,34044,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,person,gn07brhzqm.csv
41172,,"{""Behavior"":""weird, awkward,possessive, nerdy, talkative, no boundaries""}",survey-text,3,2.1.0,75217,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,behavior,gn07brhzqm.csv
41159,,"{""Sound"":""nerdy sounding, stuttering voice, high pitched, nasally, fast talking""}",survey-text,4,2.1.0,116377,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,sound,gn07brhzqm.csv
6147,,"{""Know"":""No""}",survey-text,5,2.1.0,122527,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,know,gn07brhzqm.csv
2790,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,125317,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,,gn07brhzqm.csv
20268,,"{""understood"":true,""age"":35,""gender"":""Male"",""ethnicity"":""East Asian"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,145627,5eb402bed161131f83db9ce4,691666c81a5eeee631c26019,6916705a1fa01afd6dbf4f2d,,gn07brhzqm.csv
2922,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,2934,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,,hyq1kwf5mr.csv
4753,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,7689,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,,hyq1kwf5mr.csv
137430,,"{""Person"":""smart, organized, routine based, needs schedules""}",survey-text,2,2.1.0,145132,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,person,hyq1kwf5mr.csv
54909,,"{""Behavior"":""just, helpful, special interests based, and rigid""}",survey-text,3,2.1.0,200044,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,behavior,hyq1kwf5mr.csv
149090,,"{""Sound"":""smart, intelligent, controlled speed, passionate about interests""}",survey-text,4,2.1.0,349141,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,sound,hyq1kwf5mr.csv
6747,,"{""Know"":""yes""}",survey-text,5,2.1.0,355898,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,know,hyq1kwf5mr.csv
7437,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,363337,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,,hyq1kwf5mr.csv
16004,,"{""understood"":false,""age"":32,""gender"":""Female"",""ethnicity"":""white"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,7,3.0.0,379428,607d6ad963c2b4e855ae2a06,691666c81a5eeee631c26019,6916713c8a1d9c66cd3a90dd,,hyq1kwf5mr.csv
5045,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,5094,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,,j6all99nxh.csv
10212,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,15311,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,,j6all99nxh.csv
60988,,"{""Person"":""brilliant, quiet, reserved, curious, misunderstood""}",survey-text,2,2.1.0,76331,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,person,j6all99nxh.csv
53188,,"{""Behavior"":""calm, hyper, chill, relaxed, excited""}",survey-text,3,2.1.0,129526,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,behavior,j6all99nxh.csv
80733,,"{""Sound"":""mumbled, incoherent, childlike, low, loud""}",survey-text,4,2.1.0,210266,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,sound,j6all99nxh.csv
9369,,"{""Know"":""yes""}",survey-text,5,2.1.0,219655,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,know,j6all99nxh.csv
4610,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,224269,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,,j6all99nxh.csv
47648,,"{""understood"":true,""age"":44,""gender"":""Female"",""ethnicity"":""African American"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""no"",""question1"":null}",survey,7,3.0.0,272125,6650a822a7a14d7179997510,691666c81a5eeee631c26019,69166de6a1520e383e790d92,,j6all99nxh.csv
3604,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,3617,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,,jo4kspp6r0.csv
1440,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,5060,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,,jo4kspp6r0.csv
40591,,"{""Person"":""organized, introverted, kind, anxious, no hugs""}",survey-text,2,2.1.0,45659,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,person,jo4kspp6r0.csv
39139,,"{""Behavior"":""anxious, stressed, worried, hyper, angry, happy""}",survey-text,3,2.1.0,84802,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,behavior,jo4kspp6r0.csv
35826,,"{""Sound"":""loud, no words, speech problems, scared, anxious""}",survey-text,4,2.1.0,120630,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,sound,jo4kspp6r0.csv
5296,,"{""Know"":""yes""}",survey-text,5,2.1.0,125931,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,know,jo4kspp6r0.csv
3484,"<p>Thank you for providing your impressions of autism. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,html-button-response,6,2.1.0,129417,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,,jo4kspp6r0.csv
23684,,"{""understood"":true,""age"":54,""gender"":""Female"",""ethnicity"":""white/caucasian"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""no"",""question1"":null}",survey,7,3.0.0,153190,6266aa7132e3a5bf1631ac1b,691666c81a5eeee631c26019,6916760cbebec0c361f8328f,,jo4kspp6r0.csv
2165,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. It’s general purpose is to understand what associations people hold with Autism Spectrum Condition. In this study, we will ask you a four questions about your broad impressions of Autism. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 4 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>",0,html-button-response,0,2.1.0,2175,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,,k4j9ws1t8b.csv
10569,"<p>Autism has received increased public attention in recent years, leading to a wide range of discussions about what it means to be autistic. To better understand how people in the United States think and talk about autism, we will ask you four short questions about your general impressions of the condition. Following this, you have the opportunity to complete an optional demographic survey. Your responses will help us learn more about how autism is perceived and discussed in everyday life.<br><br>If you understand the instructions and are ready to begin, click ‘Continue’.</p>",0,html-button-response,1,2.1.0,12754,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,,k4j9ws1t8b.csv
127564,,"{""Person"":""meltdown, sensory overload, routine, nonverbal, repeat""}",survey-text,2,2.1.0,140344,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,person,k4j9ws1t8b.csv
60381,,"{""Behavior"":""quiet, honest, focused, overwhelmed, anxious""}",survey-text,3,2.1.0,200733,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,behavior,k4j9ws1t8b.csv
60082,,"{""Sound"":""robotic, sings along, loud, direct, repeat""}",survey-text,4,2.1.0,260834,614becce61f2753af92727bb,691666c81a5eeee631c26019,69166c70c93bc54dd3801705,sound,k4j9ws1t8b.csv
